deLay,freq,condition,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,polygon.started,polygon.stopped,polygon_2.started,key_resp.started,key_resp.keys,key_resp.rt,sound_1.started,sound_1.stopped,text.started,textbox.started,button.started,textbox.text,button.numClicks,button.timesOn,button.timesOff,participant,session,date,expName,psychopyVersion,frameRate
0.4,1000,exp,4,7,55,10,508.186364,509.186481,509.186481,509.186481,space,3.6647794,513.2695414,,513.7504957,513.7504957,513.7504957,500,56,"[6.817182699975092, 3.143667899945285, 4.750760700029787, 3.577181999979075, 3.723223099950701, 3.3756445999606512, 2.45114520000061, 2.0237693000235595, 2.9152677999809384, 2.8180047999485396, 5.929074199986644, 3.051912299997639, 3.201943600026425, 3.5581099999835715, 1.8640120000345632, 1.6615209000301547, 7.728283000004012, 2.2842576000257395, 2.6755254000308923, 8.385536200017668, 3.863071400031913, 2.8043928999686614, 4.7981068000080995, 5.50846670003375, 4.618328400014434, 4.961693499993999, 3.9213504000217654, 4.246808199968655, 4.475626000028569, 4.039820200006943, 3.1110553999897093, 2.838122100045439, 3.218078800011426, 2.1774313999922015, 7.1419427000219, 5.147285400016699, 4.918379199982155, 5.755438700027298, 2.3179365000105463, 4.191544999950565, 5.211781300022267, 1.9668319000047632, 1.6439260999904945, 1.7339359000325203, 2.7342210999922827, 1.8784216999774799, 1.6415514000109397, 1.4217477000202052, 2.981028900016099, 1.4319747999543324, 6.171894300030544, 4.124897799978498, 1.8214599000057206, 3.0170968999736942, 4.815107200003695, 3.4106649000314064]","[6.817192699993029, 3.143675400002394, 4.750766200013459, 3.577191499993205, 3.7232301999465562, 3.3756495999987237, 2.4511495000333525, 2.0237775000277907, 2.915276499988977, 2.818012599949725, 5.929079100023955, 3.051919599995017, 3.201949500013143, 3.558115799969528, 1.8640175000182353, 1.6615275000222027, 7.728288699989207, 2.284263400011696, 2.6755309000145644, 8.385540499992203, 3.8630920000141487, 2.8043980000074953, 4.798112299991772, 5.508472900022753, 4.618334300001152, 4.961700199986808, 3.9213540999917313, 4.246816899976693, 4.475631300010718, 4.039824899984524, 3.1110611999756657, 2.8381284000352025, 3.2180843999958597, 2.1774384999880567, 7.141964700014796, 5.147294899972621, 4.918385100027081, 5.7554449000163, 2.3179413999896497, 4.191549799987115, 5.21178620000137, 1.9668372999876738, 1.6439324000384659, 1.733940900012385, 2.7342264999751933, 1.8784293999779038, 1.6415550999809057, 1.4217558999662288, 2.981034000054933, 1.4319796999916434, 6.1719016000279225, 4.1249030999606475, 1.8214646000415087, 3.0171026999596506, 4.815112800046336, 3.41066980001051]",nahiiiii,1,2023-11-09_01h15.50.436,ISB,2022.2.5,60.08033944
0.7,1000,exp,4,8,56,11,517.169543,518.1696408,518.1696408,518.1696408,space,0.3069083,519.2031264,,519.6828696,519.6828696,519.6828696,800,57,"[6.817182699975092, 3.143667899945285, 4.750760700029787, 3.577181999979075, 3.723223099950701, 3.3756445999606512, 2.45114520000061, 2.0237693000235595, 2.9152677999809384, 2.8180047999485396, 5.929074199986644, 3.051912299997639, 3.201943600026425, 3.5581099999835715, 1.8640120000345632, 1.6615209000301547, 7.728283000004012, 2.2842576000257395, 2.6755254000308923, 8.385536200017668, 3.863071400031913, 2.8043928999686614, 4.7981068000080995, 5.50846670003375, 4.618328400014434, 4.961693499993999, 3.9213504000217654, 4.246808199968655, 4.475626000028569, 4.039820200006943, 3.1110553999897093, 2.838122100045439, 3.218078800011426, 2.1774313999922015, 7.1419427000219, 5.147285400016699, 4.918379199982155, 5.755438700027298, 2.3179365000105463, 4.191544999950565, 5.211781300022267, 1.9668319000047632, 1.6439260999904945, 1.7339359000325203, 2.7342210999922827, 1.8784216999774799, 1.6415514000109397, 1.4217477000202052, 2.981028900016099, 1.4319747999543324, 6.171894300030544, 4.124897799978498, 1.8214599000057206, 3.0170968999736942, 4.815107200003695, 3.4106649000314064, 2.1653519999817945]","[6.817192699993029, 3.143675400002394, 4.750766200013459, 3.577191499993205, 3.7232301999465562, 3.3756495999987237, 2.4511495000333525, 2.0237775000277907, 2.915276499988977, 2.818012599949725, 5.929079100023955, 3.051919599995017, 3.201949500013143, 3.558115799969528, 1.8640175000182353, 1.6615275000222027, 7.728288699989207, 2.284263400011696, 2.6755309000145644, 8.385540499992203, 3.8630920000141487, 2.8043980000074953, 4.798112299991772, 5.508472900022753, 4.618334300001152, 4.961700199986808, 3.9213540999917313, 4.246816899976693, 4.475631300010718, 4.039824899984524, 3.1110611999756657, 2.8381284000352025, 3.2180843999958597, 2.1774384999880567, 7.141964700014796, 5.147294899972621, 4.918385100027081, 5.7554449000163, 2.3179413999896497, 4.191549799987115, 5.21178620000137, 1.9668372999876738, 1.6439324000384659, 1.733940900012385, 2.7342264999751933, 1.8784293999779038, 1.6415550999809057, 1.4217558999662288, 2.981034000054933, 1.4319796999916434, 6.1719016000279225, 4.1249030999606475, 1.8214646000415087, 3.0171026999596506, 4.815112800046336, 3.41066980001051, 2.1653571000206284]",nahiiiii,1,2023-11-09_01h15.50.436,ISB,2022.2.5,60.08033944
0.4,1000,exp,4,9,57,7,521.8531763,522.8531934,522.8531934,522.8531934,space,0.3355707,523.6196896,,524.1056207,524.1056207,524.1056207,550,58,"[6.817182699975092, 3.143667899945285, 4.750760700029787, 3.577181999979075, 3.723223099950701, 3.3756445999606512, 2.45114520000061, 2.0237693000235595, 2.9152677999809384, 2.8180047999485396, 5.929074199986644, 3.051912299997639, 3.201943600026425, 3.5581099999835715, 1.8640120000345632, 1.6615209000301547, 7.728283000004012, 2.2842576000257395, 2.6755254000308923, 8.385536200017668, 3.863071400031913, 2.8043928999686614, 4.7981068000080995, 5.50846670003375, 4.618328400014434, 4.961693499993999, 3.9213504000217654, 4.246808199968655, 4.475626000028569, 4.039820200006943, 3.1110553999897093, 2.838122100045439, 3.218078800011426, 2.1774313999922015, 7.1419427000219, 5.147285400016699, 4.918379199982155, 5.755438700027298, 2.3179365000105463, 4.191544999950565, 5.211781300022267, 1.9668319000047632, 1.6439260999904945, 1.7339359000325203, 2.7342210999922827, 1.8784216999774799, 1.6415514000109397, 1.4217477000202052, 2.981028900016099, 1.4319747999543324, 6.171894300030544, 4.124897799978498, 1.8214599000057206, 3.0170968999736942, 4.815107200003695, 3.4106649000314064, 2.1653519999817945, 5.195337400014978]","[6.817192699993029, 3.143675400002394, 4.750766200013459, 3.577191499993205, 3.7232301999465562, 3.3756495999987237, 2.4511495000333525, 2.0237775000277907, 2.915276499988977, 2.818012599949725, 5.929079100023955, 3.051919599995017, 3.201949500013143, 3.558115799969528, 1.8640175000182353, 1.6615275000222027, 7.728288699989207, 2.284263400011696, 2.6755309000145644, 8.385540499992203, 3.8630920000141487, 2.8043980000074953, 4.798112299991772, 5.508472900022753, 4.618334300001152, 4.961700199986808, 3.9213540999917313, 4.246816899976693, 4.475631300010718, 4.039824899984524, 3.1110611999756657, 2.8381284000352025, 3.2180843999958597, 2.1774384999880567, 7.141964700014796, 5.147294899972621, 4.918385100027081, 5.7554449000163, 2.3179413999896497, 4.191549799987115, 5.21178620000137, 1.9668372999876738, 1.6439324000384659, 1.733940900012385, 2.7342264999751933, 1.8784293999779038, 1.6415550999809057, 1.4217558999662288, 2.981034000054933, 1.4319796999916434, 6.1719016000279225, 4.1249030999606475, 1.8214646000415087, 3.0171026999596506, 4.815112800046336, 3.41066980001051, 2.1653571000206284, 5.1953427999978885]",nahiiiii,1,2023-11-09_01h15.50.436,ISB,2022.2.5,60.08033944
0.7,1000,exp,4,10,58,8,529.3027183,530.3031987,530.3031987,530.3031987,space,0.3587392,531.3864853,531.8633355,531.8633355,531.8633355,531.8633355,900,59,"[6.817182699975092, 3.143667899945285, 4.750760700029787, 3.577181999979075, 3.723223099950701, 3.3756445999606512, 2.45114520000061, 2.0237693000235595, 2.9152677999809384, 2.8180047999485396, 5.929074199986644, 3.051912299997639, 3.201943600026425, 3.5581099999835715, 1.8640120000345632, 1.6615209000301547, 7.728283000004012, 2.2842576000257395, 2.6755254000308923, 8.385536200017668, 3.863071400031913, 2.8043928999686614, 4.7981068000080995, 5.50846670003375, 4.618328400014434, 4.961693499993999, 3.9213504000217654, 4.246808199968655, 4.475626000028569, 4.039820200006943, 3.1110553999897093, 2.838122100045439, 3.218078800011426, 2.1774313999922015, 7.1419427000219, 5.147285400016699, 4.918379199982155, 5.755438700027298, 2.3179365000105463, 4.191544999950565, 5.211781300022267, 1.9668319000047632, 1.6439260999904945, 1.7339359000325203, 2.7342210999922827, 1.8784216999774799, 1.6415514000109397, 1.4217477000202052, 2.981028900016099, 1.4319747999543324, 6.171894300030544, 4.124897799978498, 1.8214599000057206, 3.0170968999736942, 4.815107200003695, 3.4106649000314064, 2.1653519999817945, 5.195337400014978, 1.6192613000166602]","[6.817192699993029, 3.143675400002394, 4.750766200013459, 3.577191499993205, 3.7232301999465562, 3.3756495999987237, 2.4511495000333525, 2.0237775000277907, 2.915276499988977, 2.818012599949725, 5.929079100023955, 3.051919599995017, 3.201949500013143, 3.558115799969528, 1.8640175000182353, 1.6615275000222027, 7.728288699989207, 2.284263400011696, 2.6755309000145644, 8.385540499992203, 3.8630920000141487, 2.8043980000074953, 4.798112299991772, 5.508472900022753, 4.618334300001152, 4.961700199986808, 3.9213540999917313, 4.246816899976693, 4.475631300010718, 4.039824899984524, 3.1110611999756657, 2.8381284000352025, 3.2180843999958597, 2.1774384999880567, 7.141964700014796, 5.147294899972621, 4.918385100027081, 5.7554449000163, 2.3179413999896497, 4.191549799987115, 5.21178620000137, 1.9668372999876738, 1.6439324000384659, 1.733940900012385, 2.7342264999751933, 1.8784293999779038, 1.6415550999809057, 1.4217558999662288, 2.981034000054933, 1.4319796999916434, 6.1719016000279225, 4.1249030999606475, 1.8214646000415087, 3.0171026999596506, 4.815112800046336, 3.41066980001051, 2.1653571000206284, 5.1953427999978885, 1.6192680000094697]",nahiiiii,1,2023-11-09_01h15.50.436,ISB,2022.2.5,60.08033944
0.7,1000,exp,4,11,59,5,533.4864614,534.4863595,534.4863595,534.4863595,space,0.0545269,535.2698245,,535.7515633,535.7515633,535.7515633,600,60,"[6.817182699975092, 3.143667899945285, 4.750760700029787, 3.577181999979075, 3.723223099950701, 3.3756445999606512, 2.45114520000061, 2.0237693000235595, 2.9152677999809384, 2.8180047999485396, 5.929074199986644, 3.051912299997639, 3.201943600026425, 3.5581099999835715, 1.8640120000345632, 1.6615209000301547, 7.728283000004012, 2.2842576000257395, 2.6755254000308923, 8.385536200017668, 3.863071400031913, 2.8043928999686614, 4.7981068000080995, 5.50846670003375, 4.618328400014434, 4.961693499993999, 3.9213504000217654, 4.246808199968655, 4.475626000028569, 4.039820200006943, 3.1110553999897093, 2.838122100045439, 3.218078800011426, 2.1774313999922015, 7.1419427000219, 5.147285400016699, 4.918379199982155, 5.755438700027298, 2.3179365000105463, 4.191544999950565, 5.211781300022267, 1.9668319000047632, 1.6439260999904945, 1.7339359000325203, 2.7342210999922827, 1.8784216999774799, 1.6415514000109397, 1.4217477000202052, 2.981028900016099, 1.4319747999543324, 6.171894300030544, 4.124897799978498, 1.8214599000057206, 3.0170968999736942, 4.815107200003695, 3.4106649000314064, 2.1653519999817945, 5.195337400014978, 1.6192613000166602, 3.6643450999981724]","[6.817192699993029, 3.143675400002394, 4.750766200013459, 3.577191499993205, 3.7232301999465562, 3.3756495999987237, 2.4511495000333525, 2.0237775000277907, 2.915276499988977, 2.818012599949725, 5.929079100023955, 3.051919599995017, 3.201949500013143, 3.558115799969528, 1.8640175000182353, 1.6615275000222027, 7.728288699989207, 2.284263400011696, 2.6755309000145644, 8.385540499992203, 3.8630920000141487, 2.8043980000074953, 4.798112299991772, 5.508472900022753, 4.618334300001152, 4.961700199986808, 3.9213540999917313, 4.246816899976693, 4.475631300010718, 4.039824899984524, 3.1110611999756657, 2.8381284000352025, 3.2180843999958597, 2.1774384999880567, 7.141964700014796, 5.147294899972621, 4.918385100027081, 5.7554449000163, 2.3179413999896497, 4.191549799987115, 5.21178620000137, 1.9668372999876738, 1.6439324000384659, 1.733940900012385, 2.7342264999751933, 1.8784293999779038, 1.6415550999809057, 1.4217558999662288, 2.981034000054933, 1.4319796999916434, 6.1719016000279225, 4.1249030999606475, 1.8214646000415087, 3.0171026999596506, 4.815112800046336, 3.41066980001051, 2.1653571000206284, 5.1953427999978885, 1.6192680000094697, 3.6643499999772757]",nahiiiii,1,2023-11-09_01h15.50.436,ISB,2022.2.5,60.08033944
0.7,1000,exp,5,0,60,8,539.4194828,540.4199508,540.4199508,540.4199508,space,0.6422721,541.7864863,542.2660282,542.2660282,542.2660282,542.2660282,700,61,"[6.817182699975092, 3.143667899945285, 4.750760700029787, 3.577181999979075, 3.723223099950701, 3.3756445999606512, 2.45114520000061, 2.0237693000235595, 2.9152677999809384, 2.8180047999485396, 5.929074199986644, 3.051912299997639, 3.201943600026425, 3.5581099999835715, 1.8640120000345632, 1.6615209000301547, 7.728283000004012, 2.2842576000257395, 2.6755254000308923, 8.385536200017668, 3.863071400031913, 2.8043928999686614, 4.7981068000080995, 5.50846670003375, 4.618328400014434, 4.961693499993999, 3.9213504000217654, 4.246808199968655, 4.475626000028569, 4.039820200006943, 3.1110553999897093, 2.838122100045439, 3.218078800011426, 2.1774313999922015, 7.1419427000219, 5.147285400016699, 4.918379199982155, 5.755438700027298, 2.3179365000105463, 4.191544999950565, 5.211781300022267, 1.9668319000047632, 1.6439260999904945, 1.7339359000325203, 2.7342210999922827, 1.8784216999774799, 1.6415514000109397, 1.4217477000202052, 2.981028900016099, 1.4319747999543324, 6.171894300030544, 4.124897799978498, 1.8214599000057206, 3.0170968999736942, 4.815107200003695, 3.4106649000314064, 2.1653519999817945, 5.195337400014978, 1.6192613000166602, 3.6643450999981724, 3.48448709998047]","[6.817192699993029, 3.143675400002394, 4.750766200013459, 3.577191499993205, 3.7232301999465562, 3.3756495999987237, 2.4511495000333525, 2.0237775000277907, 2.915276499988977, 2.818012599949725, 5.929079100023955, 3.051919599995017, 3.201949500013143, 3.558115799969528, 1.8640175000182353, 1.6615275000222027, 7.728288699989207, 2.284263400011696, 2.6755309000145644, 8.385540499992203, 3.8630920000141487, 2.8043980000074953, 4.798112299991772, 5.508472900022753, 4.618334300001152, 4.961700199986808, 3.9213540999917313, 4.246816899976693, 4.475631300010718, 4.039824899984524, 3.1110611999756657, 2.8381284000352025, 3.2180843999958597, 2.1774384999880567, 7.141964700014796, 5.147294899972621, 4.918385100027081, 5.7554449000163, 2.3179413999896497, 4.191549799987115, 5.21178620000137, 1.9668372999876738, 1.6439324000384659, 1.733940900012385, 2.7342264999751933, 1.8784293999779038, 1.6415550999809057, 1.4217558999662288, 2.981034000054933, 1.4319796999916434, 6.1719016000279225, 4.1249030999606475, 1.8214646000415087, 3.0171026999596506, 4.815112800046336, 3.41066980001051, 2.1653571000206284, 5.1953427999978885, 1.6192680000094697, 3.6643499999772757, 3.4844927999656647]",nahiiiii,1,2023-11-09_01h15.50.436,ISB,2022.2.5,60.08033944
0.4,1000,exp,5,1,61,10,545.7528483,546.7531302,546.7531302,546.7531302,space,0.7383532,547.9197591,548.400693,548.400693,548.400693,548.400693,500,62,"[6.817182699975092, 3.143667899945285, 4.750760700029787, 3.577181999979075, 3.723223099950701, 3.3756445999606512, 2.45114520000061, 2.0237693000235595, 2.9152677999809384, 2.8180047999485396, 5.929074199986644, 3.051912299997639, 3.201943600026425, 3.5581099999835715, 1.8640120000345632, 1.6615209000301547, 7.728283000004012, 2.2842576000257395, 2.6755254000308923, 8.385536200017668, 3.863071400031913, 2.8043928999686614, 4.7981068000080995, 5.50846670003375, 4.618328400014434, 4.961693499993999, 3.9213504000217654, 4.246808199968655, 4.475626000028569, 4.039820200006943, 3.1110553999897093, 2.838122100045439, 3.218078800011426, 2.1774313999922015, 7.1419427000219, 5.147285400016699, 4.918379199982155, 5.755438700027298, 2.3179365000105463, 4.191544999950565, 5.211781300022267, 1.9668319000047632, 1.6439260999904945, 1.7339359000325203, 2.7342210999922827, 1.8784216999774799, 1.6415514000109397, 1.4217477000202052, 2.981028900016099, 1.4319747999543324, 6.171894300030544, 4.124897799978498, 1.8214599000057206, 3.0170968999736942, 4.815107200003695, 3.4106649000314064, 2.1653519999817945, 5.195337400014978, 1.6192613000166602, 3.6643450999981724, 3.48448709998047, 3.784057100012433]","[6.817192699993029, 3.143675400002394, 4.750766200013459, 3.577191499993205, 3.7232301999465562, 3.3756495999987237, 2.4511495000333525, 2.0237775000277907, 2.915276499988977, 2.818012599949725, 5.929079100023955, 3.051919599995017, 3.201949500013143, 3.558115799969528, 1.8640175000182353, 1.6615275000222027, 7.728288699989207, 2.284263400011696, 2.6755309000145644, 8.385540499992203, 3.8630920000141487, 2.8043980000074953, 4.798112299991772, 5.508472900022753, 4.618334300001152, 4.961700199986808, 3.9213540999917313, 4.246816899976693, 4.475631300010718, 4.039824899984524, 3.1110611999756657, 2.8381284000352025, 3.2180843999958597, 2.1774384999880567, 7.141964700014796, 5.147294899972621, 4.918385100027081, 5.7554449000163, 2.3179413999896497, 4.191549799987115, 5.21178620000137, 1.9668372999876738, 1.6439324000384659, 1.733940900012385, 2.7342264999751933, 1.8784293999779038, 1.6415550999809057, 1.4217558999662288, 2.981034000054933, 1.4319796999916434, 6.1719016000279225, 4.1249030999606475, 1.8214646000415087, 3.0171026999596506, 4.815112800046336, 3.41066980001051, 2.1653571000206284, 5.1953427999978885, 1.6192680000094697, 3.6643499999772757, 3.4844927999656647, 3.7840629999991506]",nahiiiii,1,2023-11-09_01h15.50.436,ISB,2022.2.5,60.08033944
0.1,400,unexp,5,2,62,0,552.1866978,553.18657,553.18657,553.18657,space,0.6035801,553.9199541,554.4066906,554.4066906,554.4066906,554.4066906,700,63,"[6.817182699975092, 3.143667899945285, 4.750760700029787, 3.577181999979075, 3.723223099950701, 3.3756445999606512, 2.45114520000061, 2.0237693000235595, 2.9152677999809384, 2.8180047999485396, 5.929074199986644, 3.051912299997639, 3.201943600026425, 3.5581099999835715, 1.8640120000345632, 1.6615209000301547, 7.728283000004012, 2.2842576000257395, 2.6755254000308923, 8.385536200017668, 3.863071400031913, 2.8043928999686614, 4.7981068000080995, 5.50846670003375, 4.618328400014434, 4.961693499993999, 3.9213504000217654, 4.246808199968655, 4.475626000028569, 4.039820200006943, 3.1110553999897093, 2.838122100045439, 3.218078800011426, 2.1774313999922015, 7.1419427000219, 5.147285400016699, 4.918379199982155, 5.755438700027298, 2.3179365000105463, 4.191544999950565, 5.211781300022267, 1.9668319000047632, 1.6439260999904945, 1.7339359000325203, 2.7342210999922827, 1.8784216999774799, 1.6415514000109397, 1.4217477000202052, 2.981028900016099, 1.4319747999543324, 6.171894300030544, 4.124897799978498, 1.8214599000057206, 3.0170968999736942, 4.815107200003695, 3.4106649000314064, 2.1653519999817945, 5.195337400014978, 1.6192613000166602, 3.6643450999981724, 3.48448709998047, 3.784057100012433, 2.7103176999953575]","[6.817192699993029, 3.143675400002394, 4.750766200013459, 3.577191499993205, 3.7232301999465562, 3.3756495999987237, 2.4511495000333525, 2.0237775000277907, 2.915276499988977, 2.818012599949725, 5.929079100023955, 3.051919599995017, 3.201949500013143, 3.558115799969528, 1.8640175000182353, 1.6615275000222027, 7.728288699989207, 2.284263400011696, 2.6755309000145644, 8.385540499992203, 3.8630920000141487, 2.8043980000074953, 4.798112299991772, 5.508472900022753, 4.618334300001152, 4.961700199986808, 3.9213540999917313, 4.246816899976693, 4.475631300010718, 4.039824899984524, 3.1110611999756657, 2.8381284000352025, 3.2180843999958597, 2.1774384999880567, 7.141964700014796, 5.147294899972621, 4.918385100027081, 5.7554449000163, 2.3179413999896497, 4.191549799987115, 5.21178620000137, 1.9668372999876738, 1.6439324000384659, 1.733940900012385, 2.7342264999751933, 1.8784293999779038, 1.6415550999809057, 1.4217558999662288, 2.981034000054933, 1.4319796999916434, 6.1719016000279225, 4.1249030999606475, 1.8214646000415087, 3.0171026999596506, 4.815112800046336, 3.41066980001051, 2.1653571000206284, 5.1953427999978885, 1.6192680000094697, 3.6643499999772757, 3.4844927999656647, 3.7840629999991506, 2.7103242999874055]",nahiiiii,1,2023-11-09_01h15.50.436,ISB,2022.2.5,60.08033944
0.1,1000,exp,5,3,63,9,557.1199021,558.1198144,558.1198144,558.1198144,space,1.946853,560.1869436,,560.6593492,560.6593492,560.6593492,600,64,"[6.817182699975092, 3.143667899945285, 4.750760700029787, 3.577181999979075, 3.723223099950701, 3.3756445999606512, 2.45114520000061, 2.0237693000235595, 2.9152677999809384, 2.8180047999485396, 5.929074199986644, 3.051912299997639, 3.201943600026425, 3.5581099999835715, 1.8640120000345632, 1.6615209000301547, 7.728283000004012, 2.2842576000257395, 2.6755254000308923, 8.385536200017668, 3.863071400031913, 2.8043928999686614, 4.7981068000080995, 5.50846670003375, 4.618328400014434, 4.961693499993999, 3.9213504000217654, 4.246808199968655, 4.475626000028569, 4.039820200006943, 3.1110553999897093, 2.838122100045439, 3.218078800011426, 2.1774313999922015, 7.1419427000219, 5.147285400016699, 4.918379199982155, 5.755438700027298, 2.3179365000105463, 4.191544999950565, 5.211781300022267, 1.9668319000047632, 1.6439260999904945, 1.7339359000325203, 2.7342210999922827, 1.8784216999774799, 1.6415514000109397, 1.4217477000202052, 2.981028900016099, 1.4319747999543324, 6.171894300030544, 4.124897799978498, 1.8214599000057206, 3.0170968999736942, 4.815107200003695, 3.4106649000314064, 2.1653519999817945, 5.195337400014978, 1.6192613000166602, 3.6643450999981724, 3.48448709998047, 3.784057100012433, 2.7103176999953575, 4.174932199995965]","[6.817192699993029, 3.143675400002394, 4.750766200013459, 3.577191499993205, 3.7232301999465562, 3.3756495999987237, 2.4511495000333525, 2.0237775000277907, 2.915276499988977, 2.818012599949725, 5.929079100023955, 3.051919599995017, 3.201949500013143, 3.558115799969528, 1.8640175000182353, 1.6615275000222027, 7.728288699989207, 2.284263400011696, 2.6755309000145644, 8.385540499992203, 3.8630920000141487, 2.8043980000074953, 4.798112299991772, 5.508472900022753, 4.618334300001152, 4.961700199986808, 3.9213540999917313, 4.246816899976693, 4.475631300010718, 4.039824899984524, 3.1110611999756657, 2.8381284000352025, 3.2180843999958597, 2.1774384999880567, 7.141964700014796, 5.147294899972621, 4.918385100027081, 5.7554449000163, 2.3179413999896497, 4.191549799987115, 5.21178620000137, 1.9668372999876738, 1.6439324000384659, 1.733940900012385, 2.7342264999751933, 1.8784293999779038, 1.6415550999809057, 1.4217558999662288, 2.981034000054933, 1.4319796999916434, 6.1719016000279225, 4.1249030999606475, 1.8214646000415087, 3.0171026999596506, 4.815112800046336, 3.41066980001051, 2.1653571000206284, 5.1953427999978885, 1.6192680000094697, 3.6643499999772757, 3.4844927999656647, 3.7840629999991506, 2.7103242999874055, 4.174938900046982]",nahiiiii,1,2023-11-09_01h15.50.436,ISB,2022.2.5,60.08033944
0.7,1000,exp,5,4,64,5,564.8364516,565.8365948,565.8365948,565.8365948,space,0.6326663,567.1866473,567.6654875,567.6654875,567.6654875,567.6654875,700,65,"[6.817182699975092, 3.143667899945285, 4.750760700029787, 3.577181999979075, 3.723223099950701, 3.3756445999606512, 2.45114520000061, 2.0237693000235595, 2.9152677999809384, 2.8180047999485396, 5.929074199986644, 3.051912299997639, 3.201943600026425, 3.5581099999835715, 1.8640120000345632, 1.6615209000301547, 7.728283000004012, 2.2842576000257395, 2.6755254000308923, 8.385536200017668, 3.863071400031913, 2.8043928999686614, 4.7981068000080995, 5.50846670003375, 4.618328400014434, 4.961693499993999, 3.9213504000217654, 4.246808199968655, 4.475626000028569, 4.039820200006943, 3.1110553999897093, 2.838122100045439, 3.218078800011426, 2.1774313999922015, 7.1419427000219, 5.147285400016699, 4.918379199982155, 5.755438700027298, 2.3179365000105463, 4.191544999950565, 5.211781300022267, 1.9668319000047632, 1.6439260999904945, 1.7339359000325203, 2.7342210999922827, 1.8784216999774799, 1.6415514000109397, 1.4217477000202052, 2.981028900016099, 1.4319747999543324, 6.171894300030544, 4.124897799978498, 1.8214599000057206, 3.0170968999736942, 4.815107200003695, 3.4106649000314064, 2.1653519999817945, 5.195337400014978, 1.6192613000166602, 3.6643450999981724, 3.48448709998047, 3.784057100012433, 2.7103176999953575, 4.174932199995965, 2.41798619995825]","[6.817192699993029, 3.143675400002394, 4.750766200013459, 3.577191499993205, 3.7232301999465562, 3.3756495999987237, 2.4511495000333525, 2.0237775000277907, 2.915276499988977, 2.818012599949725, 5.929079100023955, 3.051919599995017, 3.201949500013143, 3.558115799969528, 1.8640175000182353, 1.6615275000222027, 7.728288699989207, 2.284263400011696, 2.6755309000145644, 8.385540499992203, 3.8630920000141487, 2.8043980000074953, 4.798112299991772, 5.508472900022753, 4.618334300001152, 4.961700199986808, 3.9213540999917313, 4.246816899976693, 4.475631300010718, 4.039824899984524, 3.1110611999756657, 2.8381284000352025, 3.2180843999958597, 2.1774384999880567, 7.141964700014796, 5.147294899972621, 4.918385100027081, 5.7554449000163, 2.3179413999896497, 4.191549799987115, 5.21178620000137, 1.9668372999876738, 1.6439324000384659, 1.733940900012385, 2.7342264999751933, 1.8784293999779038, 1.6415550999809057, 1.4217558999662288, 2.981034000054933, 1.4319796999916434, 6.1719016000279225, 4.1249030999606475, 1.8214646000415087, 3.0171026999596506, 4.815112800046336, 3.41066980001051, 2.1653571000206284, 5.1953427999978885, 1.6192680000094697, 3.6643499999772757, 3.4844927999656647, 3.7840629999991506, 2.7103242999874055, 4.174938900046982, 2.417992000002414]",nahiiiii,1,2023-11-09_01h15.50.436,ISB,2022.2.5,60.08033944
